LFQ intensity KO_I	LFQ intensity KO_II	LFQ intensity KO_III	LFQ intensity WT_I	LFQ intensity WT_II	LFQ intensity WT_III	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
0	0	0	0	0	0				2	2	2	7.1	7.1	7.1	54.277	0.00067866	3.0113	1511400	7	A0A0G2K9Z3;Q63083	A0A0G2K9Z3;Q63083	Nucleobindin-1	Nucb1	497
0	0	0	0	0	0				2	2	2	5.4	5.4	5.4	88.35	0	5.9193	1674600	5	D3Z9E6;A0A0G2KA08	D3Z9E6;A0A0G2KA08		Cpsf2	498
0	0	0	0	0	0				1	1	1	3	3	3	74.728	0.0094201	1.7856	1976600	5	A0A0G2KA25;Q4KLL4	A0A0G2KA25;Q4KLL4	Transmembrane 9 superfamily member 4	Tm9sf4	499
0	0	0	0	0	0				1	1	1	6.5	6.5	6.5	27.231	0.0003888	4.5177	0	3	A0A8I6A9E4;Q66H18;A0A8I6A9F2;A0A0G2KA82	A0A8I6A9E4;Q66H18;A0A8I6A9F2;A0A0G2KA82		Sypl1	500
0	0	0	0	0	0				3	3	3	3.6	3.6	3.6	179.48	0.0033649	2.1005	2574000	7	A0A0G2KA88;A0A8I5ZZ05	A0A0G2KA88;A0A8I5ZZ05			501
0	597140	0	0	569450	0				6	6	6	11.7	11.7	11.7	84.694	0	22.956	12323000	50	A0A8I5ZNU3;A0A0G2KAA9;A0A8I6AFX4;F7EZZ6;P50393	A0A8I5ZNU3;A0A0G2KAA9;A0A8I6AFX4;F7EZZ6;P50393	Cytosolic phospholipase A2;Phospholipase A2;Lysophospholipase	Pla2g4a	502
0	0	0	0	0	0				1	1	1	1.5	1.5	1.5	58.74	0.0013012	2.6084	16057000	56	A0A8I6A4Q6;A0A0G2KAB2;Q9Z2A6	A0A8I6A4Q6;A0A0G2KAB2;Q9Z2A6	Mitogen-activated protein kinase 15	Mapk15	503
0	0	0	0	0	0				3	3	3	10.7	10.7	10.7	36.164	0.00039698	4.8706	3229300	13	A0A8I6AVS1;A0A0G2KAE2;Q6AY49;A0A8I6AUC7	A0A8I6AVS1;A0A0G2KAE2;Q6AY49		Tusc3	504
0	0	0	0	0	0				6	6	6	3.1	3.1	3.1	337.29	0.00039154	4.633	4295800	13	A0A8I6B493;A0A8I5ZRE6;A0A0G2KAJ7;P70560	A0A8I6B493;A0A8I5ZRE6;A0A0G2KAJ7			505
0	0	0	0	0	0				5	5	5	11.1	11.1	11.1	72.275	0	6.3499	3660000	13	A0A0G2KAK2;D3ZKF7;D4A9A6;D3ZIP3;A0A8I5Y1T6;D4A6Q4;A0A8I6A4E3;A0A0G2K161	A0A0G2KAK2;D3ZKF7;D4A9A6;D3ZIP3;A0A8I5Y1T6;D4A6Q4;A0A8I6A4E3;A0A0G2K161		Epb4.1	506
1434100	859120	477030	879490	945890	902180				11	11	11	38.8	38.8	38.8	46.192	0	51.815	70481000	325	A0A8I6A8K3;A0A0G2KAM3;P49432	A0A8I6A8K3;A0A0G2KAM3;P49432	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	Pdhb	507
0	0	0	0	0	0				3	3	3	3.8	3.8	3.8	154.64	0.0012654	2.4101	5088500	9	A0A8I6AMF1;A0A0G2KAM8;D3ZKB7	A0A8I6AMF1;A0A0G2KAM8;D3ZKB7		Vprbp	508
0	0	0	0	156680	316750				2	2	1	5.1	5.1	2.7	65.838	0.00040032	5.0228	3168300	18	A0A0G2KAN7	A0A0G2KAN7			509
534570	550640	0	832330	676630	162480				11	11	11	25.7	25.7	25.7	66.549	0	40.629	49758000	222	A0A0G2KAT3;A0A8I5ZL77;Q7TP21;F7FI87;A0A8I6A5Y4	A0A0G2KAT3;A0A8I5ZL77;Q7TP21		Rpa1	510
468650	0	0	549490	0	0				6	6	6	11	11	11	118.06	0	25.824	8573100	55	A0A8I5ZQM0;A0A8I6AH25;A0A8I6A8P2;A0A8I6AMW1;A0A8I6A3T3;A0A0G2KAT5;O35346;A0A8I6AJL3	A0A8I5ZQM0;A0A8I6AH25;A0A8I6A8P2;A0A8I6AMW1;A0A8I6A3T3;A0A0G2KAT5;O35346	Focal adhesion kinase 1	Ptk2	511
0	303010	189600	0	0	0				9	9	9	9.8	9.8	9.8	197.21	0	36.375	8590000	48	A0A0G2KAW2;F1LS65;O35412	A0A0G2KAW2;F1LS65;O35412	Signal-induced proliferation-associated 1-like protein 1	Sipa1l1	512
0	0	0	0	0	0				1	1	1	3.5	3.5	3.5	74.814	0.0012698	2.4396	223770	1	D3Z8C7;A0A0G2KAW5;A0A8I6AA52	D3Z8C7;A0A0G2KAW5;A0A8I6AA52		Wdr48	513
0	0	0	0	0	0				7	5	5	20	18.1	18.1	46.307	0	16.456	15942000	59	A0A0G2KAZ7;A0A8I6G5P1;Q3SWU3	A0A0G2KAZ7;A0A8I6G5P1;Q3SWU3	Heterogeneous nuclear ribonucleoprotein D-like	Hnrnpdl	514
0	0	0	0	0	0				2	2	2	5	5	5	49.011	0.0045358	2.0189	702180	5	A0A0G2KB15;Q5U3Y0	A0A0G2KB15;Q5U3Y0	Kelch domain-containing protein 10	Klhdc10	515
0	0	0	0	0	0				2	2	2	4.5	4.5	4.5	52.481	0.0039574	2.07	1548000	4	A0A8I6GLZ2;A0A0G2KB26;Q5XI43	A0A8I6GLZ2;A0A0G2KB26;Q5XI43	Matrix-remodeling-associated protein 8	Mxra8	516
0	0	0	651040	739410	0				2	2	2	10	10	10	25.373	0.00068004	3.0194	12965000	33	A0A0G2KB55;P63281;A0A8I6ATN6;A0A8I5ZZH6	A0A0G2KB55;P63281;A0A8I6ATN6;A0A8I5ZZH6	SUMO-conjugating enzyme UBC9	Ube2i	517
578520	526940	254110	1659600	802800	303040				21	21	16	43.6	43.6	32.8	78.918	0	199.68	102720000	394	A0A0G2KB56;A0A8I6AP47;P82808	A0A0G2KB56;A0A8I6AP47;P82808	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Gfpt1	518
4382200	3475400	0	6771300	4657900	1361400				17	17	17	60.5	60.5	60.5	33.312	0	132.97	263810000	546	Q5XIH7;A0A0G2KB63;A0A8I6GK88	Q5XIH7;A0A0G2KB63;A0A8I6GK88	Prohibitin-2	Phb2	519
0	403600	317610	296170	297420	316550				15	15	15	12.5	12.5	12.5	248.21	0	36.835	18274000	93	A0A0G2KB73;A0A8I5ZP39;A0A8I6AQP3;A0A8I6AHX2	A0A0G2KB73;A0A8I5ZP39;A0A8I6AQP3;A0A8I6AHX2			520
0	0	0	0	0	0				2	2	2	12.9	12.9	12.9	36.247	0	11.198	2603600	25	A0A0G2KBB1;A0A8I6G5K4;A0A8I6AIK7;Q6V7V2	A0A0G2KBB1;A0A8I6G5K4;A0A8I6AIK7;Q6V7V2	Rhotekin	Rtkn	521
0	0	0	0	0	0				11	9	9	26.9	24.4	24.4	85.342	0	35.55	15322000	45	Q52KS1;A0A0G2KBC7;A0A8I6ADR0;P47858	Q52KS1;A0A0G2KBC7;A0A8I6ADR0;P47858	ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase, muscle type	Pfkm	522
506910	0	0	468910	0	629160				11	11	11	12.1	12.1	12.1	137.18	0	17.79	15687000	60	A0A0G2QC02;A0A8I6AVJ0	A0A0G2QC02;A0A8I6AVJ0			523
0	0	0	0	0	0				1	1	1	3	3	3	58.504	0	16.839	1051400	5	A0A8I6GBG8;A0A0G2QC19	A0A8I6GBG8;A0A0G2QC19			524
0	0	0	0	0	0				2	2	2	3.4	3.4	3.4	96.809	0	7.0106	3107400	20	A0A8I5ZWI0;A0A0G2QC21;A0A8I6AP31;O55043	A0A8I5ZWI0;A0A0G2QC21;A0A8I6AP31;O55043	Rho guanine nucleotide exchange factor 7	Arhgef7	525
271170	0	0	482380	0	252750				5	5	5	28.1	28.1	28.1	40.9	0	16.023	11750000	62	A0A8I5ZQY4;A0A0G2QC33;A0A8I6GGT0	A0A8I5ZQY4;A0A0G2QC33;A0A8I6GGT0			526
283220	365140	0	332300	390070	0				5	5	5	8.2	8.2	8.2	126.15	0	13.278	14818000	92	A0A0G2QC41;A0A8I6GM68;D3ZVD8	A0A0G2QC41;A0A8I6GM68;D3ZVD8		Hdac6	527
353850	0	0	255280	0	0				4	4	4	16.2	16.2	16.2	27.983	0	6.7782	6211700	31	Q9Z142;A0A0H2UHA6;A0A8I6AC11	Q9Z142;A0A0H2UHA6	Transmembrane protein 33	Tmem33	528
0	0	0	0	0	0				5	5	5	23.3	23.3	23.3	37.503	0	7.2864	2693800	15	A0A0H2UHB1;A0A8I6AU17;Q62904	A0A0H2UHB1;A0A8I6AU17;Q62904	3-keto-steroid reductase	Hsd17b7	529
0	0	0	0	0	0				1	1	1	4.5	4.5	4.5	39.535	0.0024845	2.2402	764930	3	A0A0H2UHC9;Q6V7K3	A0A0H2UHC9;Q6V7K3	Solute carrier family 35 member B1	Slc35b1	530
417430	352150	0	252030	340590	0				4	4	4	9.4	9.4	9.4	62.863	0	9.0252	10427000	66	A0A0H2UHD9;Q5XIA1;A0A8I6AB62;A0A8I5YC79	A0A0H2UHD9;Q5XIA1;A0A8I6AB62;A0A8I5YC79	Nicalin	Ncln	531
0	0	0	0	0	0				4	4	4	18.3	18.3	18.3	34.236	0	9.0141	7386500	25	A0A8I6AQ32;A0A8I6AAD9;A0A0H2UHE1;A0A8I6A4L2;P13086	A0A8I6AQ32;A0A8I6AAD9;A0A0H2UHE1;A0A8I6A4L2;P13086	Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	Suclg1	532
626180	0	0	383260	0	0				2	2	2	9.7	9.7	9.7	23.639	0	10.361	11955000	65	A0A0H2UHF6;Q9ES40	A0A0H2UHF6;Q9ES40	PRA1 family protein 3	Arl6ip5	533
627440	1450600	1391000	647630	956210	1570600				15	15	1	35.2	35.2	2.6	59.449	0	38.028	76070000	380	A0A0H2UHG0	A0A0H2UHG0			534
0	0	0	0	0	0				3	3	3	4.4	4.4	4.4	90.143	0.0013316	2.8094	3378700	6	A0A8I6A7N3;A0A8I6ASH3;A0A0H2UHG3;Q9JJ31	A0A8I6A7N3;A0A8I6ASH3;A0A0H2UHG3;Q9JJ31	Cullin-5	Cul5	535
2724600	4250000	2799800	4277000	3733400	2786000				8	8	8	58.5	58.5	58.5	13.241	0	26.461	176570000	229	A0A0H2UHG7;D3ZZK1;P60868;A0A0G2K6L6;M0RB28;M0R987;M0R5V6;M0R566;A0A8I6AG52	A0A0H2UHG7;D3ZZK1;P60868;A0A0G2K6L6;M0RB28;M0R987;M0R5V6;M0R566;A0A8I6AG52	40S ribosomal protein S20	LOC100359563;Rps20;LOC100909911;LOC100364116;RGD1562725;RGD1563124	536
6774100	3470700	3713200	6318300	4371000	2352700				4	4	4	35.1	35.1	35.1	15.197	0	47.716	210400000	320	A0A0H2UHH9;A0A8I5ZX70;D4ACJ1;A0A8I6A7A5;P62850;A0A8I5Y191;D3ZFZ8	A0A0H2UHH9;A0A8I5ZX70;D4ACJ1;A0A8I6A7A5;P62850;A0A8I5Y191	40S ribosomal protein S24	LOC100363469;Rps24	537
2647500	940160	1323100	1149000	1424200	0				7	7	5	23.2	23.2	13.7	39.774	0	28.229	58459000	132	A0A8I6AEA6;A0A8I5ZT77;A0A8I6A048;A0A8I6A1J3;A0A0H2UHI2;Q01986	A0A8I6AEA6;A0A8I5ZT77;A0A8I6A048;A0A8I6A1J3;A0A0H2UHI2;Q01986	Dual specificity mitogen-activated protein kinase kinase 1	Map2k1	538
1854000	677860	619760	2001600	1374500	1435100				12	12	12	50.3	50.3	50.3	34.347	0	91.328	104340000	371	A0A0H2UHL5;P85970;A0A0G2K185;A0A0G2K905;A0A0G2K9A2;A0A0G2K2J1	A0A0H2UHL5;P85970;A0A0G2K185;A0A0G2K905;A0A0G2K9A2	Actin-related protein 2/3 complex subunit 2	Arpc2	539
726600	694940	248090	716340	573970	562770				13	13	13	36.4	36.4	36.4	77.343	0	87.166	41120000	198	A0A0H2UHL9;Q07266	A0A0H2UHL9;Q07266	Drebrin	Dbn1	540
0	0	0	0	0	0				4	4	4	35.7	35.7	35.7	25.468	0	20.474	4691700	21	A0A0H2UHM0;A0A8I5ZS68;A0A8I6AAI1;B5DEN9	A0A0H2UHM0;A0A8I5ZS68;A0A8I6AAI1;B5DEN9	Vacuolar protein sorting-associated protein 28 homolog	Vps28	541
0	0	0	0	0	0				1	1	1	2.4	2.4	2.4	84.008	0.00070225	3.3511	780640	2	A0A0H2UHP0;Q9R1D1	A0A0H2UHP0;Q9R1D1	Transcriptional repressor CTCF	Ctcf	542
5946100	2156900	1307400	8480600	3197500	3025700				7	7	7	38.1	38.1	38.1	21.967	0	111.58	265350000	414	A0A0H2UHQ1;P24049;A0A8I6A6U8;A0A8I5ZRW8;A0A8I5ZUD0;D3Z9G9;Q7TPJ7	A0A0H2UHQ1;P24049;A0A8I6A6U8;A0A8I5ZRW8;A0A8I5ZUD0	60S ribosomal protein L17	Rpl17	543
331230	362830	0	314000	314320	0				6	6	6	7.8	7.8	7.8	110.54	0	12.296	12321000	61	A0A0H2UHQ3;P0C5W1	A0A0H2UHQ3;P0C5W1	Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain	Map1s	544
4112500	2487800	2702300	5760600	4707500	1704100				8	8	8	52.6	52.6	52.6	15.468	0	103.81	290470000	687	D3ZFA8;A0A0H2UHQ8;A0A8I6B017;P04644;D3ZHU9;D3ZKG6;M0R8M8;F1M5B1;D3ZM01	D3ZFA8;A0A0H2UHQ8;A0A8I6B017;P04644;D3ZHU9;D3ZKG6	40S ribosomal protein S17	LOC100364909;Rps17;LOC100361180;RGD1559955	545
0	0	0	0	0	0				1	1	1	1.8	1.8	1.8	55.484	0.00072543	3.7015	2374600	12	A0A0H2UHR6;Q63207	A0A0H2UHR6;Q63207	Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain	F10	546
854550	594720	129060	2841700	4099000	2803100				84	76	76	44.6	42.1	42.1	290.98	0	323.31	498270000	1761	D3ZHA0;A0A0H2UHR7;A0A8I5ZMA0	D3ZHA0;A0A0H2UHR7;A0A8I5ZMA0	Filamin-C	Flnc	547
5705500	12760000	6596100	10768000	12801000	6944300				10	10	10	39.8	39.8	39.8	21.401	0	172.64	738550000	675	A0A0H2UHS7;A0A8I6A4M9;A0A8I6GD73;P12001;A0A8I5YC25;A0A8I6B2T7;A0A8I6A209;A0A8I6A1Y7;A0A8I5ZKR7	A0A0H2UHS7;A0A8I6A4M9;A0A8I6GD73;P12001;A0A8I5YC25;A0A8I6B2T7	60S ribosomal protein L18	Rpl18	548
5220400	3044800	0	5819900	4606300	2894900				5	5	5	39.8	39.8	39.8	10.309	0	36.729	258830000	336	A0A8I6GLY7;A0A0H2UHU0;P62853;F1M6F4;A0A8I5ZLX3;M0R763;D3ZCH5	A0A8I6GLY7;A0A0H2UHU0;P62853;F1M6F4;A0A8I5ZLX3;M0R763	40S ribosomal protein S25	Rps25;LOC100912210;LOC100911337	549
0	0	0	0	0	0				1	1	1	1.8	1.8	1.8	95.575	0.0012678	2.4279	293120	2	A0A8I6AE30;A0A0H2UHV7;D3ZX08	A0A8I6AE30;A0A0H2UHV7;D3ZX08	Alanine--tRNA ligase, mitochondrial	Aars2	550
795950	589710	488410	607640	449460	565690				15	12	12	31.1	26.9	26.9	97.64	0	45.499	33062000	185	A0A0H2UHV9;A0A8I5ZST5;D4ABY2	A0A0H2UHV9;A0A8I5ZST5;D4ABY2	Coatomer subunit gamma-2	Copg2	551
0	0	0	0	0	0				3	3	3	19.8	19.8	19.8	18.835	0.00071633	3.5564	5141500	16	A0A8I5ZNV8;A0A0H2UHW4;Q7TP40	A0A8I5ZNV8;A0A0H2UHW4;Q7TP40	PEST proteolytic signal-containing nuclear protein	Pcnp	552
0	0	0	0	0	0				2	1	1	18.5	5.1	5.1	32.316	0.00068097	3.0214	3626100	8	A0A0H2UHX1	A0A0H2UHX1			553
8903100	3558400	728570	11334000	7742700	3000200				18	18	18	51.7	51.7	51.7	32.488	0	184.99	704170000	1063	A0A0H2UHX3;P62703;X1WI37;D3ZX01	A0A0H2UHX3;P62703;X1WI37;D3ZX01	40S ribosomal protein S4, X isoform;40S ribosomal protein S4	Rps4x;LOC100362640;Rps4y2	554
996970	631880	0	566660	465670	1266400				8	7	7	42	39.2	39.2	40.587	0	36.569	39728000	181	A0A8I6AK29;A0A8I6G1Z9;A0A0H2UHZ2;Q5U2Z3	A0A8I6AK29;A0A8I6G1Z9;A0A0H2UHZ2;Q5U2Z3	Nucleosome assembly protein 1-like 4	Nap1l4	555
717680	554010	476900	518770	512400	0				7	7	4	29.3	29.3	22	40.506	0	12.539	20967000	80	A0A8I5ZSG1;F7FG31;A0A0H2UI20;Q9Z2F5	A0A8I5ZSG1;F7FG31;A0A0H2UI20;Q9Z2F5	C-terminal-binding protein 1	Ctbp1	556
0	0	0	0	0	0				2	2	2	4.1	4.1	4.1	71.453	0.0012788	2.4786	1277100	5	A0A0H2UI21;Q704S8	A0A0H2UI21;Q704S8	Carnitine O-acetyltransferase	Crat	557
235350	0	0	488440	0	0				5	5	5	6.5	6.5	6.5	185.42	0	19.878	6660900	34	A0A0H4SRI7;D4ABK9;A0A8I6AHD1;D3ZWB2;A0A8I6AGC2;A0A8I6G836;A0A8I6AFW6;Q9EQG6	A0A0H4SRI7;D4ABK9;A0A8I6AHD1;D3ZWB2;A0A8I6AGC2;A0A8I6G836;A0A8I6AFW6;Q9EQG6	Kinase D-interacting substrate of 220 kDa	Kidins220	558
0	0	0	0	0	0				2	2	2	3.5	3.5	3.5	147.48	0	7.0001	1136500	6	A0A0U1RRY8;A0A0U1RRS6	A0A0U1RRY8;A0A0U1RRS6			559
922040	0	0	951860	1222100	0				5	5	5	10.9	10.9	10.9	73.392	0	10.415	28290000	48	A0A0U1RRU0;Q4KLN3;A0A8I5XV63;A0A8I6AI43;A0A8I6AQC6	A0A0U1RRU0;Q4KLN3;A0A8I5XV63		Srpk1	560
0	529030	509610	0	397300	660040				15	15	15	15.6	15.6	15.6	151.16	0	67.914	29451000	136	A0A0U1RRV5;D3ZKG9;A0A8I6ARR0	A0A0U1RRV5;D3ZKG9;A0A8I6ARR0	Clustered mitochondria protein homolog	Cluh	561
952670	1125900	0	1545500	1304300	0				4	4	3	30.6	30.6	30.6	14.203	0	14.267	38831000	107	A0A8I6A2L6;A0A8I5ZSN8;A0A0U1RRV7;A0A8I6A2P1	A0A8I6A2L6;A0A8I5ZSN8;A0A0U1RRV7;A0A8I6A2P1			562
0	0	0	0	0	0				4	4	4	11.1	11.1	11.1	43.738	0	9.2291	6803000	18	A0A8I6AQY4;A0A8I6A235;A0A0U1RRW1;P14562	A0A8I6AQY4;A0A8I6A235;A0A0U1RRW1;P14562	Lysosome-associated membrane glycoprotein 1	Lamp1	563
0	306220	0	0	314520	0				4	4	4	6.1	6.1	6.1	88.419	0.00039667	4.8448	6028500	26	A0A0U1RRZ3	A0A0U1RRZ3			564
1144400	1623900	1818500	1113100	1815200	1612400				6	5	5	25.1	19.9	19.9	23.436	0	28.726	98938000	324	A0A0U1RS21;Q6RUV5;A0A0G2K0X4;A0A8I6ADV8;A0A8I5Y5L2;A0A0G2JUG6;M0R5T4;F7EM94;A0A8I6A1P8	A0A0U1RS21;Q6RUV5;A0A0G2K0X4;A0A8I6ADV8;A0A8I5Y5L2;A0A0G2JUG6;M0R5T4	Ras-related C3 botulinum toxin substrate 1	Rac1;Rac3	565
941370	1166100	220090	1626600	1083700	417040				29	29	29	35.9	35.9	35.9	123.95	0	160.69	125900000	478	A0A0U1RS25	A0A0U1RS25			566
6513800	7267900	4492600	9527100	8107800	6756700				14	14	8	57.1	57.1	30.3	28.034	0	101.53	717350000	778	A0A0U1RVI9;P27952;D3ZT78;D3ZQW7;A0A8I5ZSA5;A0A0G2K8H4;D3ZIY7;A0A8I6A3D4;A0A8J8XHT4;A0A8J8YHK4;A0A8I6A7W0;A0A8I5ZR18	A0A0U1RVI9;P27952;D3ZT78;D3ZQW7;A0A8I5ZSA5;A0A0G2K8H4;D3ZIY7;A0A8I6A3D4	40S ribosomal protein S2	Rps2;Gm8225;LOC100359960	567
3003400	749810	187580	136470	433010	0				14	14	14	44.6	44.6	44.6	52.143	0	138.18	88698000	366	A0A140TA89;P50442	A0A140TA89;P50442	Glycine amidinotransferase, mitochondrial	Gatm	568
0	0	0	0	0	0				1	1	1	2.3	2.3	2.3	65.254	0.0039502	2.0513	523520	2	A0A140TAA1;A0A8I5YBJ3;A0A8I6ANQ3	A0A140TAA1;A0A8I5YBJ3;A0A8I6ANQ3			569
890130	1003800	752320	1345200	1674900	1542200				28	28	28	43.7	43.7	43.7	95.881	0	194.72	164940000	644	A0A140TAA4;Q9QZA2	A0A140TAA4;Q9QZA2	Programmed cell death 6-interacting protein	Pdcd6ip	570
2978200	5081700	0	0	6216600	0				4	4	4	9.1	9.1	9.1	89.491	0	13.445	26739000	30	A0A140TAA8;A0A8I5Y4T5;Q6AXN4	A0A140TAA8;A0A8I5Y4T5;Q6AXN4	Nucleoporin NDC1	Ndc1	571
706920	610160	756210	553790	581350	758550				12	12	9	24.8	24.8	18.1	62.852	0	31.818	40134000	180	A0A140TAB3;A0A8I5ZU72;A0A8I5ZN87;P37285;Q5PQM2	A0A140TAB3;A0A8I5ZU72;A0A8I5ZN87;P37285	Kinesin light chain 1	Klc1	572
3571200	1270400	1613200	1408600	1178600	0				11	11	11	40.9	40.9	40.9	39.198	0	61.388	88037000	229	A0A140TAB4;Q02874;A0A8I5ZW79;A0A8I5Y8W4;B1WC28	A0A140TAB4;Q02874	Core histone macro-H2A.1	H2afy	573
0	0	0	876190	1170600	814110				15	15	15	27.2	27.2	27.2	87.5	0	54.03	44480000	148	A0A140TAB5;Q75WE7;A0A8I6ACP1;A0A0H2UH90	A0A140TAB5;Q75WE7;A0A8I6ACP1;A0A0H2UH90	von Willebrand factor A domain-containing protein 5A	Vwa5a	574
214180	277120	0	256560	0	0				6	6	6	17.1	17.1	17.1	68.264	0	18.19	7161300	32	A0A140TAD2;Q62673	A0A140TAD2;Q62673	Serine/threonine-protein kinase PLK1	Plk1	575
278040	245130	0	957790	411850	545920				14	14	14	27.4	27.4	27.4	96.823	0	32.332	37180000	149	A0A140TAE0;Q62667	A0A140TAE0;Q62667	Major vault protein	Mvp	576
579700	605110	0	458370	600360	583880				4	4	4	15.5	15.5	15.5	45.727	0	8.1385	17970000	67	A0A140TAE1;A0A8I5ZWZ8;Q9Z122;A0A8I6A6F8	A0A140TAE1;A0A8I5ZWZ8;Q9Z122	Fatty acid desaturase 2	Fads2	577
0	0	0	0	0	0				2	2	2	5.9	5.9	5.9	57.417	0	7.1112	2337200	10	D3ZKI2;A0A140TAF5;Q9WU61	D3ZKI2;A0A140TAF5;Q9WU61	Chloride channel CLIC-like protein 1	Clcc1	578
356720	0	0	213400	0	0				2	2	2	5.9	5.9	5.9	52.815	0	18.523	5369000	29	A0A140TAF7;G3V9D0	A0A140TAF7;G3V9D0	Protein O-glucosyltransferase 1	Poglut1	579
465720	409120	706810	457830	476880	335270				6	6	6	15.7	15.7	15.7	56.817	0	65.274	18682000	92	A0A140TAH0;D3ZGE6;Q66HL2;A0A0G2K514	A0A140TAH0;D3ZGE6;Q66HL2	Src substrate cortactin	Cttn	580
0	0	0	0	0	0				2	2	2	5.7	5.7	5.7	92.493	0.00039604	4.8124	3238000	16	A0A140TAH1;A0A8I6A993;Q9JJ50	A0A140TAH1;A0A8I6A993;Q9JJ50	Hepatocyte growth factor-regulated tyrosine kinase substrate	Hgs	581
0	0	0	0	0	0				1	1	1	2.9	2.9	2.9	60.001	0.0013347	2.8379	630150	3	A0A140TAH3;Q5XI13	A0A140TAH3;Q5XI13	Glutamate-rich WD repeat-containing protein 1	Grwd1	582
1089700	1311600	309530	2780900	2262900	734650				11	11	11	29.6	29.6	29.6	49.389	0	51.195	149430000	459	A0A140TAH5;P84092;A0A8I5ZME4	A0A140TAH5;P84092;A0A8I5ZME4	AP-2 complex subunit mu	Ap2m1	583
3125700	1709800	1555000	1583000	1685000	1662300				13	13	1	46.5	46.5	4.6	31.268	0	82.48	96508000	341	A0A8I6A698;A0A140TAH9;G3V9R8;A0A140TAI3	A0A8I6A698;A0A140TAH9;G3V9R8;A0A140TAI3	Heterogeneous nuclear ribonucleoprotein C	Hnrnpc	584
0	0	0	0	0	0				6	6	6	23.6	23.6	23.6	58.715	0	48.145	8816000	40	A0A140TAI1;A0A8I5ZXD7;Q9JJP9;D4AA63;A0A8I6A1E6;D4A3P1	A0A140TAI1;A0A8I5ZXD7;Q9JJP9	Ubiquilin-1	Ubqln1	585
0	0	0	0	0	0				1	1	1	9.1	9.1	9.1	18.337	0.00068143	3.0293	3512500	26	A0A8I6AB11;A0A140TAI5;A0A8I5ZPW5;Q6AXQ4	A0A8I6AB11;A0A140TAI5;A0A8I5ZPW5;Q6AXQ4	Myotubularin	Mtm1	586
519300	1522300	1426200	774490	1313400	917320				9	9	4	24.2	24.2	12.2	52.895	0	59.39	82983000	402	A0A140TAI8;B5DFN2;A0A8I5ZSX3;A0A8I6A7K9	A0A140TAI8;B5DFN2;A0A8I5ZSX3;A0A8I6A7K9	Adenosylhomocysteinase	Ahcyl1	587
0	964700	946150	491540	732630	726440				9	9	9	21.6	21.6	21.6	54.928	0	20.365	25674000	118	A0A8I6APY2;A0A140TAJ3;A0A8I5YBV8;Q32PX7	A0A8I6APY2;A0A140TAJ3;A0A8I5YBV8;Q32PX7	Far upstream element-binding protein 1	Fubp1	588
588870	1034000	676470	721030	990000	1372100				12	12	12	31	31	31	69.372	0	43.533	56259000	227	A0A140UHW6;A0A8I5ZNF7;A0A8I6A6S2	A0A140UHW6;A0A8I5ZNF7;A0A8I6A6S2			589
0	0	0	0	0	0				3	3	3	3.4	3.4	3.4	168.78	0	26.094	7418300	41	A0A140UHX3	A0A140UHX3			590
0	0	0	0	0	0				6	6	6	7.2	7.2	7.2	139.14	0.00038745	4.4834	3340700	13	Q9WVR3;A0A1B0GWM0;V9GZ88	Q9WVR3;A0A1B0GWM0;V9GZ88	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	Inppl1	591
750550	0	0	322190	0	0				5	5	5	33.5	33.5	33.5	23.677	0	9.8408	9939200	35	A0A8I6AEH3;A0A8J8YNL9;A0A1B0GWQ7;E9PT79	A0A8I6AEH3;A0A8J8YNL9;A0A1B0GWQ7;E9PT79		Tsn	592
283470	0	0	375300	335880	314030				10	10	10	15.6	15.6	15.6	121.69	0	24.942	16329000	80	A0A1B0GWW0;D3ZHB7	A0A1B0GWW0;D3ZHB7		Ube3c	593
333730	0	0	404830	0	0				4	4	4	43.2	43.2	43.2	19.88	0	55.846	7519700	36	A0A1B0GWW8;A0A8I5ZKN6;A0A8I6ARB1;O08697;G3V8V0	A0A1B0GWW8;A0A8I5ZKN6;A0A8I6ARB1;O08697;G3V8V0	ADP-ribosylation factor-like protein 2	Arl2	594
0	0	0	0	0	0				5	5	5	3.8	3.8	3.8	343.46	0	6.4335	4977200	15	A0A1P0PBZ6;A0A8I5XUX3;F1M0Z1;A0A8I6AS57;A0A8I5ZS58	A0A1P0PBZ6;A0A8I5XUX3;F1M0Z1;A0A8I6AS57;A0A8I5ZS58		Trio	595
